alert_id,traveler_id,passport_number,alert_type,severity,issued_by,issued_date,expiry_date,is_active,notes
3090,71005,LKA80177567,Immigration Violation,High,NAB (National Accountability Bureau),2025-07-24,2027-01-17,1,Interpol Red Notice reference: A-6817/2025.
3091,53141,BGD67744227,Criminal,High,FIA Counter-Terrorism Wing,2025-02-19,,1,Repeated visa violations across multiple jurisdictions.
3092,5768,PAK37522324,Immigration Violation,High,KP Police CTD,2025-03-02,2026-12-10,1,
3093,49159,NPL60480963,Immigration Violation,Medium,FIA Counter-Terrorism Wing,2025-03-17,2026-02-07,0,Repeated visa violations across multiple jurisdictions.
3094,113800,AFG86077845,Security,High,IB (Intelligence Bureau),2025-02-07,2025-09-30,1,
3095,608,AFG11619567,Interpol,High,KP Police CTD,2025-03-15,2025-09-29,1,Tip-off received from confidential informant.
3096,92703,YEM41911616,Interpol,Critical,ANF (Anti-Narcotics Force),2025-09-04,2026-10-22,1,ECL match confirmed during departure screening.
3097,60987,IND89902038,Lost Document,High,FIA Counter-Terrorism Wing,2025-04-26,2026-05-26,0,Subject linked to ongoing investigation case #47126.
3098,54603,IRQ22316074,Interpol,High,ISI,2025-11-14,2027-03-13,1,Repeated visa violations across multiple jurisdictions.
3099,36679,PAK35691023,Fraud,Critical,Balochistan Police,2025-08-02,,1,Interpol Red Notice reference: A-7221/2025.
3100,90471,YEM56039138,Interpol,High,Punjab Police CTD,2025-09-09,2026-08-17,1,Document discrepancy detected during verification.
3101,102429,LBY51902453,Security,Medium,FIA Cyber Crime Wing,2025-08-12,2027-02-02,1,Document discrepancy detected during verification.
3102,133530,EGY59429400,Lost Document,Low,FIA Immigration Wing,2025-11-13,2026-04-26,1,Subject flagged during routine screening at Islamabad Airport.
3103,43702,PAK27552285,Criminal,Critical,Ministry of Interior,2025-12-18,2027-03-07,1,Tip-off received from confidential informant.
3104,25790,PAK65183891,Security,High,Interpol NCB Islamabad,2025-05-25,2025-08-28,1,Subject flagged during routine screening at Chaman Border.
3105,69371,MMR54633981,Security,Critical,FIA Counter-Terrorism Wing,2025-11-15,2026-09-08,1,Financial transaction monitoring triggered alert.
3106,102966,SYR77925430,Interpol,High,Sindh Police CTD,2025-08-28,2026-06-21,1,
3107,7446,PAK73944948,Lost Document,Low,FIA Cyber Crime Wing,2025-04-08,2026-12-17,1,Alert raised based on travel pattern analysis.
3108,95529,PAK99730626,Immigration Violation,High,IB (Intelligence Bureau),2025-02-06,2025-08-18,0,Tip-off received from confidential informant.
3109,75444,PAK43067613,Fraud,High,IB (Intelligence Bureau),2025-01-23,2025-05-04,1,Subject linked to ongoing investigation case #99816.
3110,130131,YEM83279185,Interpol,High,Balochistan Police,2025-09-28,2026-05-12,1,Subject used altered travel documents.
3111,40759,PAK63755726,Fraud,High,FIA Cyber Crime Wing,2025-04-11,2026-08-05,1,
3112,101342,PAK42185793,Smuggling,Medium,Ministry of Interior,2025-10-15,2026-10-09,1,Subject flagged during routine screening at Wagah Border.
3113,14276,NPL98503907,Immigration Violation,High,ISI,2025-01-14,2026-06-29,1,Reported by foreign intelligence liaison.
3114,70728,PAK13199041,Immigration Violation,Low,ISI,2025-08-09,2026-12-10,1,Interpol Red Notice reference: A-5998/2025.
3115,13434,AFG95630099,Trafficking,High,ANF (Anti-Narcotics Force),2025-06-24,2027-02-25,1,Subject identified through biometric cross-match.
3116,103271,AFG73822877,Smuggling,Critical,Border Security Force,2025-11-09,2026-03-09,1,Associated with known smuggling network.
3117,90254,AFG63362103,Security,High,Balochistan Police,2025-07-18,,1,Tip-off received from confidential informant.
3118,132364,PAK75062426,ECL,Critical,NACTA,2025-07-02,2025-11-26,0,Subject identified through biometric cross-match.
3119,73103,IND35937749,Criminal,Critical,Border Security Force,2025-11-02,,0,
3120,110589,PAK79887703,Fraud,Medium,FIA Counter-Terrorism Wing,2025-04-22,2026-08-30,0,Subject used altered travel documents.
3121,75951,SOM38417217,Security,Critical,Sindh Police CTD,2025-12-22,2027-10-09,1,ECL match confirmed during departure screening.
3122,40229,,ECL,Critical,ISI,2025-06-03,2025-11-26,0,Tip-off received from confidential informant.
3123,21693,PAK20787297,Fraud,Critical,ISI,2025-12-26,2026-12-28,1,
3124,106546,PAK14327173,ECL,Medium,ANF (Anti-Narcotics Force),2025-08-26,2026-02-05,1,Alert raised based on travel pattern analysis.
3125,60776,BGD52282317,Lost Document,Critical,FIA Cyber Crime Wing,2025-04-11,2026-03-15,1,Associated with known smuggling network.
3126,21105,IRQ51559999,Security,Critical,FIA Counter-Terrorism Wing,2025-01-07,2026-12-12,1,Subject flagged during routine screening at Torkham Border.
3127,71901,MMR87177212,Security,High,Punjab Police CTD,2025-07-21,2026-04-21,0,Document discrepancy detected during verification.
3128,74749,CHN41070624,Immigration Violation,Low,Foreign Government Request,2025-01-14,2025-04-19,1,Subject flagged during routine screening at Torkham Border.
3129,47185,,Immigration Violation,Low,IB (Intelligence Bureau),2025-10-13,2026-05-14,1,Subject linked to ongoing investigation case #12731.
3130,118492,AFG58514680,Security,High,FIA Counter-Terrorism Wing,2025-12-17,2026-07-27,0,
3131,66620,IND47992005,Lost Document,High,ANF (Anti-Narcotics Force),2025-08-25,2026-02-25,1,Repeated visa violations across multiple jurisdictions.
3132,138655,MMR87321719,Security,Low,ISI,2025-09-26,2026-09-17,1,Subject flagged during routine screening at Chaman Border.
3133,86941,IRQ47115742,Interpol,Medium,FIA Counter-Terrorism Wing,2025-12-21,,1,Reported by foreign intelligence liaison.
3134,36849,PAK88408062,ECL,Critical,UNHCR Referral,2025-01-14,2026-04-03,1,Financial transaction monitoring triggered alert.
3135,78978,PAK51725331,Immigration Violation,Medium,FIA Immigration Wing,2025-03-02,2025-07-08,1,ECL match confirmed during departure screening.
3136,94289,PAK90763784,Lost Document,Low,Balochistan Police,2025-07-08,2027-04-24,1,Tip-off received from confidential informant.
3137,73554,PAK82101366,Immigration Violation,High,Balochistan Police,2025-04-16,,1,ECL match confirmed during departure screening.
3138,119681,IND40243376,Immigration Violation,Low,FIA Cyber Crime Wing,2025-05-15,,0,Reported by foreign intelligence liaison.
3139,134015,PAK83936361,Security,High,NAB (National Accountability Bureau),2025-11-12,2027-05-16,1,Alert raised based on travel pattern analysis.
3140,128872,PAK49180248,Fraud,High,Interpol NCB Islamabad,2025-02-18,2026-05-20,1,Repeated visa violations across multiple jurisdictions.
3141,47905,EGY54727071,Criminal,High,Border Security Force,2025-05-09,2026-03-06,0,ECL match confirmed during departure screening.
3142,4395,LKA12174625,Immigration Violation,Medium,FIA Cyber Crime Wing,2025-05-13,,1,Document discrepancy detected during verification.
3143,103995,PAK40150997,Immigration Violation,Low,Balochistan Police,2025-04-23,,0,Reported by foreign intelligence liaison.
3144,25214,PAK33319290,Smuggling,Critical,FIA Cyber Crime Wing,2025-11-05,2026-04-19,1,Document discrepancy detected during verification.
3145,14035,CHN22937019,Lost Document,Medium,Sindh Police CTD,2025-03-11,2025-08-02,1,Tip-off received from confidential informant.
3146,67056,PAK44340908,Lost Document,Medium,NAB (National Accountability Bureau),2025-06-22,2026-09-15,1,
3147,26207,NGA62687825,Criminal,Critical,ANF (Anti-Narcotics Force),2025-03-10,2025-07-13,1,Multiple entry/exit irregularities within 90-day period.
3148,64584,LKA66481416,Immigration Violation,Medium,FIA Immigration Wing,2025-04-16,2026-04-28,1,Repeated visa violations across multiple jurisdictions.
3149,1474,AFG67278646,Lost Document,Low,Ministry of Interior,2025-05-22,,1,Financial transaction monitoring triggered alert.
3150,67177,IRQ80379815,Lost Document,Low,FIA Cyber Crime Wing,2025-07-01,2026-07-23,1,Document discrepancy detected during verification.
3151,108247,AFG84528170,Criminal,High,NACTA,2025-05-17,,1,Subject linked to ongoing investigation case #94952.
3152,95377,PAK13986430,ECL,Medium,Ministry of Interior,2025-08-23,2026-01-29,1,Reported by foreign intelligence liaison.
3153,58063,AFG20922699,Interpol,Medium,FIA Immigration Wing,2025-01-23,2026-05-31,1,Reported by foreign intelligence liaison.
3154,42775,AFG95233244,Immigration Violation,Medium,Interpol NCB Islamabad,2025-09-05,2027-09-03,0,Financial transaction monitoring triggered alert.
3155,69396,BGD60716036,Immigration Violation,Medium,NAB (National Accountability Bureau),2025-11-22,2027-06-18,1,Subject linked to ongoing investigation case #53142.
3156,104767,IRN56340054,Trafficking,High,IB (Intelligence Bureau),2025-06-28,2025-12-25,1,Financial transaction monitoring triggered alert.
3157,147844,SYR10392020,Interpol,Critical,KP Police CTD,2025-03-17,2026-11-30,1,Interpol Red Notice reference: A-6931/2025.
3158,142406,PAK42668889,Immigration Violation,High,FIA Immigration Wing,2025-05-07,,1,Associated with known smuggling network.
3159,14146,PAK37315218,Lost Document,Medium,NACTA,2025-12-15,,1,Tip-off received from confidential informant.
3160,28901,,ECL,High,ISI,2025-12-19,,1,Reported by foreign intelligence liaison.
3161,107979,SYR17035979,Interpol,High,IB (Intelligence Bureau),2025-08-12,,1,
3162,141276,AFG32322943,Smuggling,High,Foreign Government Request,2025-11-08,2026-06-08,1,Subject identified through biometric cross-match.
3163,135364,AFG70959921,Security,Critical,FIA Cyber Crime Wing,2025-12-28,2026-09-29,1,Interpol Red Notice reference: A-4807/2025.
3164,27874,,Interpol,High,Interpol NCB Islamabad,2025-02-17,,1,Tip-off received from confidential informant.
3165,87522,,Immigration Violation,Medium,NAB (National Accountability Bureau),2025-04-05,,1,Subject linked to ongoing investigation case #93406.
3166,19436,SDN48662371,Security,Critical,NACTA,2025-10-24,2027-10-11,1,Associated with known smuggling network.
3167,14119,NGA79382119,Immigration Violation,Medium,UNHCR Referral,2025-05-06,2025-11-20,1,ECL match confirmed during departure screening.
3168,106224,IRQ79860864,Security,Critical,ISI,2025-10-20,2027-07-20,0,
3169,93806,AFG63317166,Interpol,Medium,KP Police CTD,2025-02-06,2026-09-06,1,Document discrepancy detected during verification.
3170,62299,AFG24612543,Criminal,Critical,Balochistan Police,2025-08-16,,1,ECL match confirmed during departure screening.
3171,132356,PAK96942306,Immigration Violation,Medium,Ministry of Interior,2025-09-20,2026-05-04,1,Financial transaction monitoring triggered alert.
3172,56274,IRQ13320446,Security,Critical,Sindh Police CTD,2025-01-12,2025-11-26,1,Repeated visa violations across multiple jurisdictions.
3173,54877,SYR48324855,Security,High,NAB (National Accountability Bureau),2025-05-12,2027-01-19,1,Subject used altered travel documents.
3174,143874,GBR44266627,Criminal,High,UNHCR Referral,2025-09-02,,1,ECL match confirmed during departure screening.
3175,13566,IRQ97951466,Interpol,High,Interpol NCB Islamabad,2025-11-04,,1,Tip-off received from confidential informant.
3176,53685,PAK56689296,Immigration Violation,Low,NAB (National Accountability Bureau),2025-09-06,2026-08-08,1,Associated with known smuggling network.
3177,86172,AFG53160971,Criminal,High,UNHCR Referral,2025-04-17,2026-11-27,1,Associated with known smuggling network.
3178,136309,PAK96577008,Immigration Violation,Critical,NAB (National Accountability Bureau),2025-03-17,2025-11-20,1,Subject identified through biometric cross-match.
3179,36387,FRA97107855,Smuggling,High,Balochistan Police,2025-12-07,,0,Subject flagged during routine screening at Islamabad Airport.
3180,73847,LKA37140214,Lost Document,Low,Punjab Police CTD,2025-10-21,2027-06-25,1,Financial transaction monitoring triggered alert.
3181,44383,AFG12258575,Lost Document,Low,Ministry of Interior,2025-07-07,2026-03-03,1,Alert raised based on travel pattern analysis.
3182,822,NGA35045268,Immigration Violation,Medium,Punjab Police CTD,2025-01-12,,0,
3183,97815,PAK77037035,ECL,Critical,Punjab Police CTD,2025-07-15,2026-12-25,1,Tip-off received from confidential informant.
3184,125730,AFG88146814,Smuggling,High,Interpol NCB Islamabad,2025-11-28,2027-09-12,1,Multiple entry/exit irregularities within 90-day period.
3185,34523,AFG82798952,Security,High,NACTA,2025-08-16,2026-10-12,1,Subject used altered travel documents.
3186,137130,AFG93818542,Security,Critical,NAB (National Accountability Bureau),2025-04-02,2026-07-14,1,
3187,143973,PAK65328377,Immigration Violation,Low,UNHCR Referral,2025-03-02,2026-05-21,1,ECL match confirmed during departure screening.
3188,58141,PAK68521041,Criminal,Critical,Ministry of Interior,2025-09-26,2026-12-05,1,Financial transaction monitoring triggered alert.
3189,134276,PAK74584485,Smuggling,Medium,FIA Counter-Terrorism Wing,2025-07-02,2026-05-15,1,Subject linked to ongoing investigation case #79862.
3190,40655,MMR81369811,Criminal,Critical,Border Security Force,2025-05-17,,1,Tip-off received from confidential informant.
3191,55133,PAK38481327,Immigration Violation,Medium,NAB (National Accountability Bureau),2025-02-17,2025-06-11,1,Interpol Red Notice reference: A-7468/2025.
3192,99911,PAK61507452,Security,Critical,Ministry of Interior,2025-03-17,2025-11-21,1,Alert raised based on travel pattern analysis.
3193,24344,AFG81679082,Security,Critical,Punjab Police CTD,2025-12-10,,1,ECL match confirmed during departure screening.
3194,23231,IRQ94520652,Trafficking,High,Border Security Force,2025-01-07,2026-02-09,1,Interpol Red Notice reference: A-4975/2025.
3195,47491,SOM68207336,Immigration Violation,Low,FIA Counter-Terrorism Wing,2025-06-02,2027-04-28,1,ECL match confirmed during departure screening.
3196,115830,SOM52945607,Interpol,Medium,ANF (Anti-Narcotics Force),2025-11-20,,1,Document discrepancy detected during verification.
3197,39975,AFG72375378,Security,High,FIA Counter-Terrorism Wing,2025-12-16,2026-08-28,0,Interpol Red Notice reference: A-4202/2025.
3198,90966,PAK46810007,Immigration Violation,Low,Balochistan Police,2025-02-21,2026-03-23,1,Financial transaction monitoring triggered alert.
3199,56221,IRQ62651551,Criminal,High,Foreign Government Request,2025-08-01,2026-01-21,1,
3200,122187,SYR13561378,Interpol,Critical,NAB (National Accountability Bureau),2025-05-10,2025-12-30,1,
3201,33692,AFG28109426,Security,Medium,NAB (National Accountability Bureau),2025-05-05,2025-12-26,0,Subject used altered travel documents.
3202,22489,BGD65389683,Lost Document,Low,NAB (National Accountability Bureau),2025-04-14,2026-12-12,1,Subject flagged during routine screening at Torkham Border.
3203,109665,PAK42004889,Immigration Violation,Medium,ANF (Anti-Narcotics Force),2025-11-18,2026-05-14,1,ECL match confirmed during departure screening.
3204,22162,PAK20530233,ECL,Critical,ANF (Anti-Narcotics Force),2025-09-18,,1,Multiple entry/exit irregularities within 90-day period.
3205,110893,IRQ21896799,Interpol,Critical,IB (Intelligence Bureau),2025-04-09,2026-12-23,1,Multiple entry/exit irregularities within 90-day period.
3206,118907,YEM17058809,Smuggling,High,Border Security Force,2025-05-16,2026-05-13,1,Tip-off received from confidential informant.
3207,75160,SOM74927074,Fraud,High,Border Security Force,2025-10-01,2026-11-27,1,ECL match confirmed during departure screening.
3208,23431,SOM30003725,Interpol,Critical,Interpol NCB Islamabad,2025-04-26,,1,
3209,31718,SOM67400998,Trafficking,High,Border Security Force,2025-11-11,2027-09-15,1,
3210,67657,PAK61111769,Lost Document,Medium,ISI,2025-01-06,2026-08-25,1,Multiple entry/exit irregularities within 90-day period.
3211,121455,PAK32273294,Smuggling,Critical,Interpol NCB Islamabad,2025-01-21,,1,ECL match confirmed during departure screening.
3212,37358,PAK60631927,Criminal,Low,KP Police CTD,2025-03-02,2026-03-17,1,Subject flagged during routine screening at Chaman Border.
3213,78173,PAK42760291,Immigration Violation,Low,FIA Counter-Terrorism Wing,2025-09-27,2027-02-04,1,Alert raised based on travel pattern analysis.
3214,101421,,Fraud,Critical,FIA Counter-Terrorism Wing,2025-12-12,2027-03-18,0,
3215,5257,AFG75335410,Interpol,Critical,Sindh Police CTD,2025-10-25,2026-11-13,1,Interpol Red Notice reference: A-5817/2025.
3216,78221,PAK76669143,Immigration Violation,Low,Sindh Police CTD,2025-09-08,2027-09-04,1,
3217,72885,SOM13379301,Fraud,Medium,Interpol NCB Islamabad,2025-02-12,2025-09-28,1,
3218,52384,PAK26952254,Criminal,High,Ministry of Interior,2025-10-01,,1,Repeated visa violations across multiple jurisdictions.
3219,79396,SYR48324448,Immigration Violation,Low,Interpol NCB Islamabad,2025-03-28,2026-09-20,1,Subject used altered travel documents.
3220,71547,SOM43829471,Immigration Violation,Low,FIA Counter-Terrorism Wing,2025-01-05,2025-12-19,1,Subject identified through biometric cross-match.
3221,27159,BGD80205303,Fraud,High,Punjab Police CTD,2025-02-07,2025-06-02,1,
3222,75790,PAK49208056,ECL,Medium,NAB (National Accountability Bureau),2025-07-04,2026-07-23,1,
3223,109592,PAK86027225,Fraud,Low,Punjab Police CTD,2025-09-23,2027-08-13,1,Reported by foreign intelligence liaison.
3224,136626,SYR79517947,Immigration Violation,Medium,FIA Cyber Crime Wing,2025-08-09,2027-06-26,1,Repeated visa violations across multiple jurisdictions.
3225,92231,SDN94392164,Lost Document,Critical,Ministry of Interior,2025-08-24,2026-11-12,1,Alert raised based on travel pattern analysis.
3226,142552,PAK68751084,Smuggling,High,Punjab Police CTD,2025-01-26,2025-11-12,0,Financial transaction monitoring triggered alert.
3227,80444,NGA89187833,Fraud,Critical,Punjab Police CTD,2025-10-26,2026-07-10,1,Subject linked to ongoing investigation case #19272.
3228,77566,AFG41479961,Security,High,ISI,2025-02-15,2026-11-22,1,Subject used altered travel documents.
3229,133246,PAK71642582,Fraud,High,KP Police CTD,2025-09-16,2025-12-19,1,Subject identified through biometric cross-match.
3230,64344,IRQ63622407,Interpol,High,Interpol NCB Islamabad,2025-09-12,2026-01-26,1,Subject linked to ongoing investigation case #96545.
3231,41528,AFG20475493,Criminal,Critical,NACTA,2025-05-21,2026-09-19,1,Financial transaction monitoring triggered alert.
3232,138739,PAK91537671,Immigration Violation,High,Ministry of Interior,2025-10-05,2026-09-17,0,Subject used altered travel documents.
3233,51767,EGY78868597,Criminal,Critical,Foreign Government Request,2025-05-19,2026-07-09,0,Associated with known smuggling network.
3234,118040,PAK86903533,ECL,High,IB (Intelligence Bureau),2025-08-21,2026-07-09,1,Tip-off received from confidential informant.
3235,41690,,Security,High,Ministry of Interior,2025-06-19,,1,Repeated visa violations across multiple jurisdictions.
3236,97686,AFG51198608,Security,Medium,ISI,2025-06-08,2026-11-09,0,Alert raised based on travel pattern analysis.
3237,101526,AFG51822676,Criminal,Medium,KP Police CTD,2025-08-24,,1,Associated with known smuggling network.
3238,126631,PAK50498403,Immigration Violation,Medium,KP Police CTD,2025-05-13,2027-02-09,0,Subject used altered travel documents.
3239,57709,IRQ35744133,Security,High,NAB (National Accountability Bureau),2025-11-07,2026-09-27,1,Repeated visa violations across multiple jurisdictions.
3240,50525,YEM96365773,Immigration Violation,Low,Sindh Police CTD,2025-01-20,2025-05-19,1,Multiple entry/exit irregularities within 90-day period.
3241,73541,PAK91087214,ECL,Critical,FIA Cyber Crime Wing,2025-07-05,2026-02-27,1,
3242,63286,PAK91439872,Lost Document,Low,Interpol NCB Islamabad,2025-04-17,2026-10-02,1,Reported by foreign intelligence liaison.
3243,70960,PAK88183790,ECL,High,Balochistan Police,2025-08-07,,1,Subject flagged during routine screening at Wagah Border.
3244,33171,SSD50387631,Trafficking,Critical,Sindh Police CTD,2025-06-19,2026-08-18,1,
3245,2115,SOM21660380,Security,Critical,ISI,2025-02-19,2025-12-30,0,Reported by foreign intelligence liaison.
3246,87107,AFG87134300,Smuggling,Critical,Balochistan Police,2025-10-04,2026-01-14,0,Document discrepancy detected during verification.
3247,43887,PAK28407413,Trafficking,High,FIA Immigration Wing,2025-12-12,,1,Subject flagged during routine screening at Jinnah International.
3248,132156,PAK77888435,Security,High,FIA Cyber Crime Wing,2025-06-20,2026-10-03,1,Subject identified through biometric cross-match.
3249,2482,PAK69230086,ECL,Low,ISI,2025-02-17,2025-12-07,1,Reported by foreign intelligence liaison.
3250,64384,,Immigration Violation,High,UNHCR Referral,2025-09-18,2026-09-30,1,
3251,71634,PAK57051829,ECL,Critical,ISI,2025-09-18,2027-04-27,1,Subject identified through biometric cross-match.
3252,48903,PAK36605612,Immigration Violation,Medium,FIA Immigration Wing,2025-06-07,2026-08-23,1,ECL match confirmed during departure screening.
3253,97470,AFG53393650,Security,High,Ministry of Interior,2025-02-16,,1,Subject flagged during routine screening at Chaman Border.
3254,63077,AFG18086202,Security,High,FIA Counter-Terrorism Wing,2025-02-11,,0,Tip-off received from confidential informant.
3255,134319,SOM30993511,Interpol,High,Interpol NCB Islamabad,2025-01-07,2025-08-07,1,Document discrepancy detected during verification.
3256,59758,MMR94083900,Fraud,High,Balochistan Police,2025-04-06,2027-01-11,1,Repeated visa violations across multiple jurisdictions.
3257,145446,IRQ99288749,Interpol,High,NAB (National Accountability Bureau),2025-04-04,2026-08-28,0,Reported by foreign intelligence liaison.
3258,58659,PAK79513331,Fraud,Medium,ANF (Anti-Narcotics Force),2025-06-06,2027-03-20,0,ECL match confirmed during departure screening.
3259,80877,PAK37869293,Immigration Violation,Low,Punjab Police CTD,2025-05-10,2026-03-21,0,Reported by foreign intelligence liaison.
3260,112564,AFG84187772,Criminal,High,FIA Counter-Terrorism Wing,2025-11-15,,0,Document discrepancy detected during verification.
3261,60409,AFG93959137,Criminal,High,Interpol NCB Islamabad,2025-11-04,2027-08-10,0,Subject linked to ongoing investigation case #35577.
3262,88649,YEM94082718,Security,Critical,Border Security Force,2025-04-09,,1,Repeated visa violations across multiple jurisdictions.
3263,148676,AFG35662751,Criminal,Medium,ISI,2025-11-22,2026-04-11,0,Tip-off received from confidential informant.
3264,69784,,ECL,High,FIA Cyber Crime Wing,2025-07-19,,0,Interpol Red Notice reference: A-8720/2025.
3265,134502,PAK48987830,Lost Document,Low,FIA Cyber Crime Wing,2025-06-17,2026-11-04,1,Interpol Red Notice reference: A-5697/2025.
3266,130568,AFG32451150,Security,High,Punjab Police CTD,2025-09-04,2026-06-20,1,Subject linked to ongoing investigation case #64229.
3267,140140,PAK51270380,Security,Medium,ANF (Anti-Narcotics Force),2025-02-23,,1,Subject used altered travel documents.
3268,126949,SYR39670416,Security,Medium,NACTA,2025-08-19,2026-06-22,1,ECL match confirmed during departure screening.
3269,20438,SDN23959080,Smuggling,Critical,FIA Counter-Terrorism Wing,2025-03-10,,1,Financial transaction monitoring triggered alert.
3270,70163,PSE87561937,Interpol,High,Sindh Police CTD,2025-05-15,2026-10-05,1,Multiple entry/exit irregularities within 90-day period.
3271,45762,PSE42220740,Interpol,High,UNHCR Referral,2025-10-25,2026-12-14,1,Reported by foreign intelligence liaison.
3272,90168,AFG89586423,Lost Document,Medium,Balochistan Police,2025-06-15,2025-12-04,1,
3273,4774,AFG29574949,Immigration Violation,Critical,NACTA,2025-07-20,2027-07-01,1,Subject identified through biometric cross-match.
3274,45907,TUR39219313,Smuggling,High,FIA Counter-Terrorism Wing,2025-06-14,2026-07-25,1,Financial transaction monitoring triggered alert.
3275,129095,PAK24095470,Trafficking,Critical,Punjab Police CTD,2025-06-12,2026-09-17,0,Tip-off received from confidential informant.
3276,82430,PAK19384321,Trafficking,Low,NAB (National Accountability Bureau),2025-05-04,2027-04-25,1,
3277,66915,IND52945559,Immigration Violation,High,Balochistan Police,2025-10-22,,1,Reported by foreign intelligence liaison.
3278,69409,PAK86924688,Smuggling,Critical,NACTA,2025-01-12,2026-01-25,1,Document discrepancy detected during verification.
3279,82316,YEM99375143,Interpol,High,Balochistan Police,2025-08-28,2027-08-08,1,Associated with known smuggling network.
3280,69120,,ECL,High,Foreign Government Request,2025-03-13,2026-10-01,1,Associated with known smuggling network.
3281,8103,PAK31868556,ECL,High,Foreign Government Request,2025-05-18,2026-02-01,1,Document discrepancy detected during verification.
3282,9514,SYR65785953,Interpol,High,Balochistan Police,2025-02-08,2026-10-10,1,Subject flagged during routine screening at Islamabad Airport.
3283,115716,PAK44687342,ECL,High,Sindh Police CTD,2025-04-20,2027-03-26,0,Document discrepancy detected during verification.
3284,93346,ARE18101880,Criminal,Medium,Border Security Force,2025-08-03,2027-01-03,1,Subject identified through biometric cross-match.
3285,4919,AFG61372305,Security,High,Interpol NCB Islamabad,2025-03-14,,1,Financial transaction monitoring triggered alert.
3286,4418,IND83045939,Immigration Violation,Medium,Balochistan Police,2025-01-12,,1,Subject used altered travel documents.
3287,125546,NGA46864812,Immigration Violation,Low,UNHCR Referral,2025-06-20,2026-08-11,1,Alert raised based on travel pattern analysis.
3288,65665,PAK35637994,Immigration Violation,High,NAB (National Accountability Bureau),2025-01-22,2026-09-16,1,Tip-off received from confidential informant.
3289,28667,PAK31866568,Trafficking,High,FIA Counter-Terrorism Wing,2025-04-14,2027-02-19,1,Interpol Red Notice reference: A-9044/2025.
3290,138876,,Security,High,NACTA,2025-09-24,2026-12-21,1,Subject used altered travel documents.
3291,104227,PAK66080138,Trafficking,Critical,Ministry of Interior,2025-12-15,2026-05-16,1,Subject used altered travel documents.
3292,122826,PAK85072988,Trafficking,Critical,FIA Counter-Terrorism Wing,2025-02-01,,1,Alert raised based on travel pattern analysis.
3293,14141,SYR51163898,Security,Critical,NACTA,2025-12-09,2027-10-11,1,Tip-off received from confidential informant.
3294,84597,PAK46729860,Lost Document,High,Border Security Force,2025-03-01,2026-04-01,1,Subject flagged during routine screening at Jinnah International.
3295,134850,IND19188732,Criminal,Medium,Ministry of Interior,2025-12-05,2027-03-06,0,Repeated visa violations across multiple jurisdictions.
3296,75848,PAK90095823,Criminal,High,Interpol NCB Islamabad,2025-08-16,2026-08-18,1,Associated with known smuggling network.
3297,87773,PAK41876176,ECL,Medium,NACTA,2025-04-09,2025-12-11,1,Tip-off received from confidential informant.
3298,100432,PAK97758814,Security,High,Punjab Police CTD,2025-01-04,2025-07-09,0,Interpol Red Notice reference: A-7838/2025.
3299,92309,PAK58767483,Criminal,Critical,IB (Intelligence Bureau),2025-02-28,2025-06-14,0,Interpol Red Notice reference: A-2970/2025.
3300,121883,IND13860681,Lost Document,Critical,ANF (Anti-Narcotics Force),2025-03-14,,1,Subject linked to ongoing investigation case #52596.
3301,59776,AFG82794955,Interpol,Medium,NACTA,2025-04-20,2025-12-30,0,Tip-off received from confidential informant.
3302,136766,PAK19297862,Immigration Violation,Medium,UNHCR Referral,2025-01-26,,1,Associated with known smuggling network.
3303,76597,PAK93737712,ECL,Medium,Punjab Police CTD,2025-02-11,2025-09-08,0,Multiple entry/exit irregularities within 90-day period.
3304,132796,SYR34645066,Criminal,Medium,Border Security Force,2025-10-01,2027-06-12,1,Reported by foreign intelligence liaison.
3305,145661,SAU37410706,Immigration Violation,Medium,FIA Counter-Terrorism Wing,2025-10-22,,1,Subject used altered travel documents.
3306,7756,PAK23856790,ECL,High,NAB (National Accountability Bureau),2025-04-24,2026-03-25,1,Alert raised based on travel pattern analysis.
3307,57683,BGD96315402,Trafficking,Critical,Punjab Police CTD,2025-11-09,2027-10-11,1,
3308,142818,AFG45798580,Interpol,High,Balochistan Police,2025-12-08,,1,
3309,51663,IRQ58267602,Fraud,High,Interpol NCB Islamabad,2025-11-15,2026-03-11,1,Repeated visa violations across multiple jurisdictions.
3310,37100,AFG96500539,Immigration Violation,Medium,NACTA,2025-09-02,2026-09-25,0,Document discrepancy detected during verification.
3311,26832,IRN51824879,Security,High,FIA Cyber Crime Wing,2025-08-20,2027-08-05,0,Reported by foreign intelligence liaison.
3312,80046,,Criminal,Medium,KP Police CTD,2025-06-13,,0,Repeated visa violations across multiple jurisdictions.
3313,144356,IRQ19449424,Interpol,Critical,Interpol NCB Islamabad,2025-08-15,2025-12-02,1,
3314,42834,AFG72228945,Interpol,High,UNHCR Referral,2025-06-10,2026-05-29,1,
3315,40189,PAK49773314,Immigration Violation,Critical,NAB (National Accountability Bureau),2025-05-06,2026-01-19,1,Document discrepancy detected during verification.
3316,73209,AFG15250412,Security,High,Punjab Police CTD,2025-01-04,2026-04-05,1,Subject used altered travel documents.
3317,70054,IRN14852953,Immigration Violation,Critical,UNHCR Referral,2025-09-14,2027-07-30,1,Tip-off received from confidential informant.
